title,author,translator,publish_date,pages,ISBN,code,price
"IT CookBook, 현대 반도체 소자 공학 : Modern Semiconductor Devices for Integrated Circuits",첸밍 후(Chenming Calvin Hu) ,"권기영 , 신형철 , 이종호 ",2013-08-13,456 쪽,9788998756390,4039,"25,000"
"IT CookBook, 디지털 신호 처리 : 기본 이론부터 MATLAB 실습까지",이철희 ,,2013-07-31,640 쪽,9788998756307,4030,"28,000"
"IT CookBook, enjoy design 포토샵 CS6",이영주 ,,2013-07-28,522 쪽,9788998756352,4035,"25,000"
"IT CookBook, TCP/IP 윈도우 소켓 프로그래밍",김선우 ,,2013-07-28,604 쪽,9788998756444,4044,"25,000"
"IT CookBook, 초보자의 첫 번째 파워포인트 2010",최희식 ,,2013-07-28,176 쪽,9788998756536,4053,"10,000"
"IT CookBook, 전자회로 : 핵심 개념부터 응용까지","강문식 , 신경욱 ",,2013-07-25,860 쪽,9788998756482,4048,"32,000"
"IT CookBook, 데이터베이스 관리와 실습(개정판) : MS SQL Server 2008",손광수 ,,2013-07-02,584 쪽,9788998756468,4046,"25,000"
"IT CookBook, 마이크로컨트롤러 AVR ATmega128 : 상태도를 이용한 시스템 설계",이상설 ,,2013-07-02,604 쪽,9788998756376,4037,"29,000"
"IT CookBook, 자바로 배우는 쉬운 자료구조",이지영 ,,2013-07-02,536 쪽,9788998756420,4042,"24,800"
"IT CookBook, 프로그래밍 언어론 : 쉽게 배우는 언어의 원리와 구조","김종훈 , 김종진 ",,2013-07-02,384 쪽,9788998756437,4043,"20,000"
"IT CookBook, SQL Server로 배우는 데이터베이스 개론과 실습","박우창 , 남송휘 ",,2013-07-01,576 쪽,9788998756246,4024,"27,000"
"IT CookBook, C++ 하이킹 : 객체지향과 만나는 여행","성윤정 , 김태은 ",,2013-06-19,676 쪽,9788998756215,4021,"25,000"
"IT CookBook, 반도체 공학 연습문제 풀이집",김동명 ,,2013-05-31,336 쪽,9788998756239,4023,"22,000"
"IT CookBook, C 프로그래밍","강동진, 하숙정, 임수연, 송무희, 박보석 ",,2013-03-20,652 쪽,9788998756161,4016,"24,000"
"IT CookBook, 컴퓨터 활용 : 윈도우 7, 한글 2010, 엑셀 2010, 파워포인트 2010","김주영 , 정영준 ",,2013-03-20,496 쪽,9788998756154,4015,"21,000"
"IT CookBook, 초보자의 첫 번째 엑셀 2010",양숙희 ,,2013-03-12,152 쪽,9788998756109,4010,"10,000"
"IT CookBook, 개념이 보이는 물리전자공학",이현용 ,,2013-02-28,416 쪽,9788998756031,4003,"24,000"
문제해결력을 키우는 이공계 글쓰기 : 발표와 토론까지,한성우 ,,2013-02-28,396 쪽,9788998756024,4002,"18,000"
"진로개발과 직업세계 : 대학생과 청년층을 위한 진로, 취업지침서","서일수 , 김도균 , 김지혜 , 이정배 ",,2013-02-28,392 쪽,9788998756048,4004,"20,000"
Essential Calculus,James Stewart ,,2012-07-08,960 쪽,9781133492566,7999,"36,000"
"IT CookBook, 디지털 통신 시스템 : Digital Communication Systems","정호영 , 임승각 ",,2011-01-31,576 쪽,9788979147988,1798,"25,000"
"IT CookBook, 운영체제론 : Operating Systems, 3rd Ed","하비 디텔 , 폴 디텔 , 데이빗 쇼픈스 ",송경희 ,2009-09-04,860 쪽,9788979146844,1684,"32,000"
